Count,Year,JD,mm-dd,HR MIN,PPFD_in,PPFD^2,TA,TA^2,PPFD.x.TA,RH,WS,WD,P,kPa,Vol W C ,Soil T,G,RAD,NETRAD,Sonic T,USTAR,FC,SC,NEE,CO2,  H,  LE
1507,2018,32,1-Feb,830,10.4,108,-0.52,0.3,-5.408,71.7,1.69,191.7,0,101.3,0.073,3.23,-7.39,6,-15,0.43,0.38,0.915,-0.021,0.935,413.65,-23.567,-0.535
1508,2018,32,1-Feb,900,51.9,2694,-0.16,0.0,-8.304,70.8,1.89,169.1,0,101.3,0.073,3.24,-7.34,27.7,1.8,0.89,0.394,0.958,0.24,0.718,413.67,-18.91,0.791
1509,2018,32,1-Feb,930,100.6,10120,0.47,0.2,47.282,68.6,2.3,206.5,0,101.3,0.073,3.26,-7.28,51.9,22.99,1.53,0.502,1.395,0.513,0.882,413.51,-28.102,2.534
1510,2018,32,1-Feb,1000,124,15376,1.18,1.4,146.32,65.9,2.69,220.8,0,101.2,0.074,3.28,-7.22,61.6,30.96,2.22,0.551,0.698,0.582,0.116,413.31,0.336,6.017
1511,2018,32,1-Feb,1030,143.5,20592,1.76,3.1,252.56,64,2.12,212.7,0,101.2,0.073,3.32,-7.14,70.2,37.84,2.75,0.511,0.661,0.296,0.365,413.53,-6.027,4.298
1512,2018,32,1-Feb,1100,226.6,51348,2.34,5.5,530.244,61.6,2.14,210.1,0,101.1,0.074,3.37,-7.04,111.1,63.04,3.34,0.423,0.278,0.276,0.002,413.79,-0.686,6.283
1513,2018,32,1-Feb,1130,346.2,119854,3.09,9.5,1069.758,58.6,2.19,234.9,0,101.1,0.074,3.42,-6.91,169.1,104.7,4.08,0.519,0.631,0.441,0.19,413.95,26.855,18.743
1514,2018,32,1-Feb,1200,333.6,111289,3.65,13.3,1217.64,56.6,2.84,210.5,0,101.1,0.073,3.48,-6.7,163.1,101.3,4.53,0.507,0.266,0.348,-0.082,414.02,12.439,6.952
1515,2018,32,1-Feb,1230,389.1,151399,4.15,17.2,1614.765,54.7,2.52,178.4,0,101.1,0.074,3.54,-6.39,190.9,120.1,5.04,0.545,0.361,0.325,0.036,414.05,31.737,17.68
1516,2018,32,1-Feb,1300,417.2,174056,4.7,22.1,1960.84,53,1.98,207.1,0,101,0.074,3.6,-5.93,204.8,129.2,5.59,0.595,0.526,0.335,0.191,414.13,66.838,35.541
1517,2018,32,1-Feb,1330,400.3,160240,5.15,26.5,2061.545,51.5,2.11,229.5,0,101,0.074,3.66,-5.33,196.4,122.4,6.06,0.548,0.183,0.371,-0.188,413.98,78.547,54.504
1518,2018,32,1-Feb,1400,425.9,181391,5.69,32.4,2423.371,51.6,2.33,204.6,0,101,0.074,3.71,-4.7,208.2,132.9,6.48,0.547,-0.333,0.449,-0.781,413.77,66.015,46.831
1519,2018,32,1-Feb,1430,354.4,125599,6,36.0,2126.4,50.2,2.46,180.3,0,101,0.074,3.78,-4.06,172.2,108.5,6.77,0.388,0.045,0.427,-0.382,413.3,28.445,27.016
1520,2018,32,1-Feb,1500,338.4,114515,6.27,39.3,2121.768,49.5,2.29,186.7,0,101,0.075,3.85,-3.42,164.2,104.2,7.08,0.448,0.012,0.366,-0.353,412.88,28.503,24.855
1521,2018,32,1-Feb,1530,408.5,166872,6.64,44.1,2712.44,48.6,2.41,188.9,0,101,0.074,3.9,-2.79,200.1,120.5,7.4,0.493,-0.235,0.333,-0.568,412.68,40.396,44.906
1522,2018,32,1-Feb,1600,381.6,145619,6.93,48.0,2644.488,47.4,2.16,197.1,0,101,0.074,3.94,-2.17,187.9,112.1,7.75,0.53,-0.375,0.353,-0.729,412.32,47.492,38.296
1523,2018,32,1-Feb,1630,252.2,63605,7.18,51.6,1810.796,47.5,1.74,184.9,0,101,0.074,3.98,-1.64,123.5,65.11,7.96,0.473,1.398,0.548,0.851,411.46,13.659,37.737
1524,2018,32,1-Feb,1700,158.4,25091,7.22,52.1,1143.648,48.1,1.6,185.8,0,101,0.074,4,-1.23,77.6,30.72,8,0.327,-0.227,0.86,-1.088,409.6,1.409,14.6
1525,2018,32,1-Feb,1730,118.7,14090,7.23,52.3,858.201,49.3,0.74,220.9,0,101,0.074,4,-0.96,60.3,17.36,8,0.166,0.409,1.494,,406.27,0.013,6.496
1526,2018,32,1-Feb,1800,56.6,3204,7.05,49.7,399.03,50.7,0.69,163.6,0,100.9,0.073,4,-0.87,29.2,-9.41,7.84,0.043,,,,,-1.647,-8.052
1527,2018,32,1-Feb,1830,8.5,72,6.67,44.5,56.695,52.9,1.39,146.9,0,100.9,0.074,4.01,-0.94,4.2,-17.27,7.46,0.101,,,,,-5.43,7.318
1528,2018,32,1-Feb,1900,0.2,0,6.3,39.7,1.26,54.9,1.55,146.6,0,100.9,0.073,4.02,-1.15,0.1,-18.4,7.27,0.15,,,,,-11.787,-0.483
1529,2018,32,1-Feb,1930,0,0,6.31,39.8,0,55.3,2.14,137.3,0,100.8,0.073,4.01,-1.41,0,-12.29,7.37,0.283,,,,,-28.957,-4.29
1530,2018,32,1-Feb,2000,0,0,6.46,41.7,0,56.3,1.99,182.4,0,100.8,0.073,4.01,-1.68,0,-22.58,7.27,0.305,,,,,-24.693,-2.126
1531,2018,32,1-Feb,2030,0,0,6.11,37.3,0,57.8,1.77,177.1,0,100.7,0.074,4.02,-1.92,0,-21.81,6.98,0.243,,,,,-21.102,-0.003
1532,2018,32,1-Feb,2100,0,0,5.86,34.3,0,60.3,1.79,156.6,0,100.7,0.073,4.03,-2.12,0,-17.9,6.69,0.193,,,,,-19.298,-0.063
1533,2018,32,1-Feb,2130,0,0,5.59,31.2,0,62.5,2.29,142.4,0,100.7,0.073,4.05,-2.25,0,-8.3,6.54,0.277,,,,,-23.891,-3.041
1534,2018,32,1-Feb,2200,0,0,5.57,31.0,0,64.3,2.35,157.9,0,100.7,0.073,4.06,-2.3,0,-8.18,6.59,0.319,,,,,-26.421,0.928
1535,2018,32,1-Feb,2230,0,0,5.59,31.2,0,65,1.56,179.5,0,100.7,0.073,4.07,-2.27,0,-7.81,6.36,0.256,,,,,-11.973,-1.426
1536,2018,32,1-Feb,2300,0,0,5.19,26.9,0,67.9,1.58,167.6,0,100.7,0.073,4.09,-2.2,0,-5.24,5.97,0.198,,,,,-7.264,2.619
1537,2018,32,1-Feb,2330,0,0,4.93,24.3,0,71.2,1.13,178.2,0,100.7,0.073,4.1,-2.11,0,-20.56,5.88,0.171,-1.031,,,,-16.688,-15.39
1538,2018,32,1-Feb,2400,0,0,4.54,20.6,0,78.5,0.88,321.5,0,100.7,0.073,4.11,-2.03,0,-31.73,5.32,0.191,2.009,-1.846,,,-18.587,-2.219
1539,2018,33,2-Feb,30,0,0,4.1,16.8,0,84,0.26,200.5,0,100.8,0.073,4.13,-1.97,0,-15.15,5.3,0.038,0.213,2.466,,,-2.445,-4.525
1540,2018,33,2-Feb,100,-0.1,0,3.86,14.9,-0.386,87.8,0.98,316.9,0.254,100.8,0.073,4.14,-1.95,0,-15.83,4.99,0.211,-0.202,1.421,,,,
1541,2018,33,2-Feb,130,0,0,3.59,12.9,0,89.2,1.79,312,0,100.8,0.073,4.14,-1.94,0,-21.57,4.45,0.38,-5.321,-2.695,-2.626,,-17.622,4.546
1542,2018,33,2-Feb,200,-0.1,0,3.13,9.8,-0.313,91.6,2.38,296.2,0,100.8,0.073,4.15,-1.97,-0.1,-21.68,3.89,0.524,,,,,-20.901,-0.716
1543,2018,33,2-Feb,230,-0.2,0,2.67,7.1,-0.534,96.8,2.88,301.4,0.762,100.8,0.075,4.15,-2.04,-0.2,-14.44,3.56,0.618,,,,,,
1544,2018,33,2-Feb,300,-0.2,0,2.48,6.2,-0.496,98.1,2.77,293.9,0.508,100.9,0.074,4.14,-2.17,-0.2,-15.39,3.32,0.615,,,,,,
1545,2018,33,2-Feb,330,-0.3,0,2.08,4.3,-0.624,98.2,2.39,277.8,1.016,100.9,0.076,4.12,-2.38,-0.2,-15.43,2.73,0.55,,,,,,
1546,2018,33,2-Feb,400,-0.3,0,1.6,2.6,-0.48,98.4,2.14,282.6,0.762,100.9,0.077,4.1,-2.68,-0.2,-16.57,2.53,0.438,,,,,,
1547,2018,33,2-Feb,430,-0.4,0,1.57,2.5,-0.628,98.6,2.53,287.1,0.762,100.9,0.078,4.07,-3.01,-0.3,-13.5,2.53,0.509,,,,,,
1548,2018,33,2-Feb,500,-0.4,0,1.5,2.3,-0.6,98.5,2.79,289.3,0.762,101,0.079,4.05,-3.29,-0.3,-17.57,2.44,0.586,,,,,,
1549,2018,33,2-Feb,530,-0.4,0,1.53,2.3,-0.612,98.2,2.99,289,0.254,101.1,0.08,4.03,-3.51,-0.3,-17.02,2.54,0.671,,,,,,
1550,2018,33,2-Feb,600,-0.4,0,1.61,2.6,-0.644,97.8,3.35,270.3,0.254,101.2,0.081,4.02,-3.65,-0.3,-17.44,2.62,0.671,,,,,,
1551,2018,33,2-Feb,630,-0.4,0,1.64,2.7,-0.656,97.4,2.62,251.9,0.254,101.2,0.081,4.01,-3.71,-0.3,-19.22,2.62,0.532,,,,,,
1552,2018,33,2-Feb,700,-0.4,0,1.63,2.7,-0.652,96.8,3.32,317,0,101.3,0.08,3.98,-3.72,-0.3,-22.33,2.46,0.814,,,,,-22.119,0.1
1553,2018,33,2-Feb,730,-0.4,0,0.92,0.8,-0.368,95.1,2.42,346.7,0,101.4,0.08,3.97,-3.76,-0.3,-23.38,1.04,0.805,,,,,24.804,23.066
1554,2018,33,2-Feb,800,-0.2,0,-0.17,0.0,0.034,91.4,2.73,338.5,0,101.4,0.081,3.96,-3.85,-0.2,-30.97,0.59,0.677,,,,,-28.138,-0.148
1555,2018,33,2-Feb,830,3.4,12,-0.44,0.2,-1.496,85.2,2.3,302.1,0,101.5,0.081,3.94,-4,1.3,-38.79,0.25,0.678,,,,,-35.265,-2.297
1556,2018,33,2-Feb,900,15.8,250,-0.72,0.5,-11.376,83.2,2.17,341,0,101.5,0.081,3.92,-4.17,7,-30.65,-0.17,0.607,,,,,-10.168,-2.615
1557,2018,33,2-Feb,930,32.6,1063,-1.35,1.8,-44.01,73,3.01,344.4,0,101.5,0.08,3.92,-4.33,13.9,-29.93,-0.95,0.918,,,,,-10.284,0
1558,2018,33,2-Feb,1000,105.3,11088,-1.88,3.5,-197.964,66,3.45,351.6,0,101.5,0.08,3.93,-4.48,50.4,2.09,-1.23,1.047,,,,,31.197,3.25
1559,2018,33,2-Feb,1030,441.5,194922,-1.79,3.2,-790.285,64.8,3.2,274.9,0,101.5,0.08,3.91,-4.55,229.7,130.8,-1.02,0.857,,,,,84.698,2.556
1560,2018,33,2-Feb,1100,353.9,125245,-1.86,3.5,-658.254,65.2,3.54,276.1,0,101.5,0.081,3.92,-4.53,178.3,109,-1.92,1.032,,,,,99.886,0
1561,2018,33,2-Feb,1130,331.7,110025,-3.01,9.1,-998.417,65.9,4.05,317.4,0,101.6,0.08,3.98,-4.43,165.6,109.8,-2.45,1.015,,,,,83.532,0
1562,2018,33,2-Feb,1200,705,497025,-2.75,7.6,-1938.75,63.3,3.57,291.3,0,101.6,0.081,3.92,-4.2,364.7,244.7,-1.69,0.909,,,,,206.826,6.165
1563,2018,33,2-Feb,1230,468.6,219586,-2.54,6.5,-1190.244,66.2,4.93,317.7,0,101.6,0.08,3.98,-4.02,239.7,156.1,-2.69,1.022,,,,,87.215,83.513
1564,2018,33,2-Feb,1300,448.7,201332,-3.34,11.2,-1498.658,61.6,4.85,299.8,0,101.7,0.081,3.99,-3.81,223.7,146.3,-2.43,1.253,,,,,147.284,33.469
1565,2018,33,2-Feb,1330,894,799236,-2.69,7.2,-2404.86,46.1,5.06,278.7,0,101.7,0.081,3.95,-3.7,462.1,294.4,-2.29,1.398,,,,,264.778,18.044
1566,2018,33,2-Feb,1400,421.5,177662,-3.16,10.0,-1331.94,49.6,4.72,275,0,101.8,0.08,3.94,-3.73,210.9,130.8,-3.05,1.137,,,,,153.979,30.839
1567,2018,33,2-Feb,1430,416.5,173472,-3.82,14.6,-1591.03,47.1,4.23,327.4,0,101.8,0.08,3.91,-3.85,208.4,129,-3.41,1.055,,,,,101.637,
1568,2018,33,2-Feb,1500,334.4,111823,-4.02,16.2,-1344.288,47.1,4.39,305.3,0,101.9,0.08,3.88,-4.06,164.1,97.4,-3.61,1.111,,,,,102.648,
1569,2018,33,2-Feb,1530,360.6,130032,-4.24,18.0,-1528.944,44.8,4.9,302.6,0,101.9,0.08,3.85,-4.32,179.5,103.1,-3.85,1.129,,,,,123.504,
1570,2018,33,2-Feb,1600,304.2,92538,-4.49,20.2,-1365.858,42.3,4.65,310.7,0,102,0.079,3.82,-4.61,143.4,66.08,-3.79,1.084,,,,,72.487,
1571,2018,33,2-Feb,1630,308,94864,-4.27,18.2,-1315.16,39.7,4.6,296.9,0,102.1,0.08,3.77,-4.91,157.4,77.1,-3.64,1.016,,,,,56.87,
1572,2018,33,2-Feb,1700,305.1,93086,-4.18,17.5,-1275.318,37.7,4.45,305.8,0,102.1,0.08,3.72,-5.2,165.3,53.65,-3.76,1.131,,,,,65.022,
1573,2018,33,2-Feb,1730,150.3,22590,-4.46,19.9,-670.338,38.3,5.57,294.6,0,102.2,0.079,3.67,-5.49,77.8,7.23,-3.92,1.311,,,,,42.465,
1574,2018,33,2-Feb,1800,87.5,7656,-4.6,21.2,-402.5,36.8,5.3,296.4,0,102.3,0.08,3.62,-5.78,53.2,-32.96,-4.11,1.282,,,,,-0.661,0.064
1575,2018,33,2-Feb,1830,13,169,-4.78,22.8,-62.14,37.2,4.45,298.9,0,102.3,0.078,3.57,-6.06,6.4,-44.38,-4.24,1.108,,,,,-13.858,0.031
1576,2018,33,2-Feb,1900,0.3,0,-5.03,25.3,-1.509,38.5,5.16,300.4,0,102.4,0.078,3.52,-6.33,0.2,-68.13,-4.51,1.167,,,,,-37.502,0.562
1577,2018,33,2-Feb,1930,0,0,-5.32,28.3,0,37.9,3.56,284,0,102.4,0.079,3.48,-6.56,0,-79.8,-4.88,1.047,,,,,-53.828,0.62
1578,2018,33,2-Feb,2000,0,0,-5.7,32.5,0,40.1,4.4,291.2,0,102.5,0.078,3.43,-6.79,0,-82.7,-5.13,1.042,,,,,-39.542,0.368
1579,2018,33,2-Feb,2030,0,0,-5.93,35.2,0,40.4,4.86,287.7,0,102.5,0.079,3.39,-7,0,-83.1,-5.31,1.05,,,,,-39.321,0.047
1580,2018,33,2-Feb,2100,0,0,-6.08,37.0,0,37.4,3.4,290.9,0,102.5,0.077,3.35,-7.19,0,-83.7,-5.55,0.974,,,,,-49.482,0.005
1581,2018,33,2-Feb,2130,0,0,-6.39,40.8,0,36.8,3.5,288.5,0,102.6,0.078,3.31,-7.36,0,-83.8,-5.77,0.843,,,,,-49.563,0
1582,2018,33,2-Feb,2200,0,0,-6.56,43.0,0,34.4,4.13,316,0,102.6,0.078,3.27,-7.53,0,-84.6,-5.97,0.992,,,,,-48.075,0
1583,2018,33,2-Feb,2230,0,0,-6.77,45.8,0,34.9,3.86,285.9,0,102.6,0.078,3.23,-7.68,0,-84.2,-6.2,0.932,,,,,-52.464,0.033
1584,2018,33,2-Feb,2300,0,0,-7,49.0,0,35.8,3.18,294.8,0,102.6,0.076,3.18,-7.82,0,-83.4,-6.45,0.846,,,,,-53.986,0.018
1585,2018,33,2-Feb,2330,0,0,-7.27,52.9,0,35.4,3.15,303.6,0,102.6,0.078,3.14,-7.96,0,-83.4,-6.68,0.764,,,,,-48.784,0.049
1586,2018,33,2-Feb,2400,0,0,-7.51,56.4,0,37.6,3.16,306,0,102.6,0.075,3.11,-8.09,0,-82.9,-6.88,0.912,,,,,-55.928,-0.069
1587,2018,34,3-Feb,30,0,0,-7.71,59.4,0,39.2,2.14,301.9,0,102.7,0.076,3.07,-8.21,0,-82.2,-7.13,0.596,,,,,-44.23,0.19
1588,2018,34,3-Feb,100,0,0,-8.01,64.2,0,41.5,1.64,286.5,0,102.7,0.075,3.03,-8.34,0,-81,-7.49,0.573,,,,,-53.271,2.819
1589,2018,34,3-Feb,130,0,0,-8.37,70.1,0,43.9,1.48,344.4,0,102.8,0.075,2.99,-8.46,0,-79.2,-7.77,0.401,,,,,-46.107,3.711
1590,2018,34,3-Feb,200,0,0,-8.68,75.3,0,46.2,1.48,350.2,0,102.8,0.075,2.95,-8.58,0,-78.3,-8.02,0.421,,,,,-44.985,3.287
1591,2018,34,3-Feb,230,0,0,-8.89,79.0,0,48.3,1.24,288.2,0,102.8,0.076,2.92,-8.7,0,-77.4,-8.2,0.332,,,,,-37.968,1.476
1592,2018,34,3-Feb,300,0,0,-9.18,84.3,0,50.7,0.67,262.9,0,102.8,0.074,2.88,-8.82,0,-73.7,-8.53,0.148,,,,,-11.625,0.147
1593,2018,34,3-Feb,330,0,0,-9.53,90.8,0,52.5,1.31,293.9,0,102.8,0.074,2.84,-8.94,0,-68.98,-8.61,0.189,,,,,-24.788,0.163
1594,2018,34,3-Feb,400,0,0,-9.79,95.8,0,54.6,1.01,278.2,0,102.9,0.073,2.81,-9.07,0,-68.74,-8.95,0.143,,,,,-17.802,0.056
1595,2018,34,3-Feb,430,0,0,-10.05,101.0,0,55.9,1.09,301.7,0,102.9,0.073,2.78,-9.2,0,-67.51,-9.18,0.113,,,,,-11.841,-0.062
1596,2018,34,3-Feb,500,0,0,-10.52,110.7,0,58.2,1.5,198.1,0,102.9,0.073,2.74,-9.34,0,-65.62,-9.44,0.13,,,,,-11.502,-0.463
1597,2018,34,3-Feb,530,0,0,-10.35,107.1,0,58.7,1.25,212.6,0,102.9,0.073,2.7,-9.48,0,-66.07,-9.85,0.129,,,,,-20.645,0.781
1598,2018,34,3-Feb,600,0,0,-11.3,127.7,0,65.7,1.71,207.9,0,102.9,0.072,2.67,-9.62,0,-65.45,-10.29,0.129,,,,,-13.765,-0.255
1599,2018,34,3-Feb,630,0,0,-11.11,123.4,0,66.2,1.59,241.9,0,102.9,0.072,2.64,-9.76,0,-65.69,-10.08,0.166,,,,,-14.988,-0.415
1600,2018,34,3-Feb,700,0,0,-11.19,125.2,0,66.7,1.53,200.8,0,103,0.072,2.6,-9.89,0,-64.95,-10.45,0.115,,,,,-11.566,-1.245
1601,2018,34,3-Feb,730,0,0,-11.56,133.6,0,69.1,1.64,186.8,0,103,0.072,2.57,-10.03,0,-63.28,-10.95,0.161,,,,,-14.938,0.079
1602,2018,34,3-Feb,800,1.7,3,-11.98,143.5,-20.366,71.3,1.73,203.2,0,103,0.071,2.55,-10.15,0.9,-62.99,-11.17,0.176,,,,,-10.453,-0.598
1603,2018,34,3-Feb,830,33,1089,-12.04,145.0,-397.32,72.5,1.84,203.8,0,102.9,0.071,2.53,-10.27,19.2,-53.12,-10.71,0.244,,,,,-9.198,-0.156
1604,2018,34,3-Feb,900,146.8,21550,-11.24,126.3,-1650.032,68.5,1.67,215.1,0,102.9,0.071,2.53,-10.37,91.9,-10,-9.7,0.273,,,,,5.282,1.133
1605,2018,34,3-Feb,930,310.7,96534,-9.87,97.4,-3066.609,63.6,2.07,213.1,0,102.9,0.071,2.54,-10.43,180.1,41.49,-7.84,0.356,,,,,-1.083,-11.834
1606,2018,34,3-Feb,1000,480.5,230880,-7.93,62.9,-3810.365,55.2,3.07,261.7,0,102.9,0.072,2.53,-10.44,264,103.1,-6.19,0.507,3.707,,3.707,406.23,94.728,9.328
1607,2018,34,3-Feb,1030,642.8,413192,-6.52,42.5,-4191.056,47.8,3.09,297.9,0,102.8,0.072,2.56,-10.41,343.7,166,-5.53,0.642,0.248,-1.073,1.321,410.68,152.338,14.187
1608,2018,34,3-Feb,1100,782,611524,-5.91,34.9,-4621.62,44.7,3.36,255,0,102.7,0.073,2.57,-10.34,410.6,218.5,-5.03,0.645,0.922,0.795,0.127,409.92,163.336,19.749
1609,2018,34,3-Feb,1130,910,828100,-5.38,28.9,-4895.8,43.2,2.49,256.9,0,102.7,0.075,2.67,-10.25,473,269.6,-4.4,0.511,1.212,0.46,0.752,409.75,182.808,18.457
1610,2018,34,3-Feb,1200,1004,1008016,-4.71,22.2,-4728.84,41.4,2.52,217.4,0,102.6,0.076,2.64,-10.14,518.7,309.8,-3.9,0.591,0.652,0.502,0.15,409.7,214.53,27.289
1611,2018,34,3-Feb,1230,1081,1168561,-4.28,18.3,-4626.68,39,2.58,160.2,0,102.6,0.075,2.72,-10.01,555.9,343.5,-3.26,0.637,0.275,0.643,-0.369,408.97,266.608,25.774
1612,2018,34,3-Feb,1300,1124,1263376,-3.44,11.8,-3866.56,37.5,2.44,297.8,0,102.5,0.076,2.63,-9.86,576.7,364,-2.73,0.784,2.464,1.427,1.038,407.19,280.091,41.039
1613,2018,34,3-Feb,1330,1131,1279161,-3.01,9.1,-3404.31,36.8,2.61,216.1,0,102.5,0.076,2.59,-9.71,579.6,362,-2.3,0.694,-4.321,0.076,-4.398,407.67,341.97,33.524
1614,2018,34,3-Feb,1400,1116,1245456,-2.6,6.8,-2901.6,35.1,2.69,210.3,0,102.5,0.075,2.55,-9.55,570.8,363.5,-2.12,0.622,2.127,0.372,1.755,407.48,234.019,37.077
1615,2018,34,3-Feb,1430,1067,1138489,-2.32,5.4,-2475.44,34.5,3.21,198.6,0,102.6,0.076,2.57,-9.4,546,341.2,-1.78,0.631,0.627,-0.294,0.921,408.54,207.714,28.834
1616,2018,34,3-Feb,1500,985,970225,-1.91,3.6,-1881.35,33.4,3.27,191.3,0,102.6,0.075,2.55,-9.26,505.6,306.3,-1.42,0.64,1.589,0.866,0.723,407.29,154.566,17.648
1617,2018,34,3-Feb,1530,879,772641,-1.67,2.8,-1467.93,33.1,2.83,231.2,0,102.6,0.076,2.5,-9.12,452.8,268.3,-0.88,0.782,-2.857,1.225,-4.082,405,217.341,25.03
1618,2018,34,3-Feb,1600,737,543169,-1.13,1.3,-832.81,33,2.72,211.6,0,102.6,0.075,2.49,-8.97,382.2,209,-0.69,0.684,,,,,159.253,21.767
1619,2018,34,3-Feb,1630,583.2,340122,-1.14,1.3,-664.848,34,3.45,238.8,0,102.6,0.074,2.47,-8.84,307.2,142.1,-0.76,0.764,,,,,127.948,9.349
1620,2018,34,3-Feb,1700,427.4,182671,-1.2,1.4,-512.88,36.3,3.13,192,0,102.7,0.075,2.44,-8.71,230.2,82.1,-0.76,0.859,,,,,95.641,11.597
1621,2018,34,3-Feb,1730,270.7,73278,-1.46,2.1,-395.222,37.4,2.92,241.8,0,102.7,0.074,2.43,-8.58,153.3,24.98,-0.95,0.664,,,,,14.072,8.024
1622,2018,34,3-Feb,1800,115,13225,-1.69,2.9,-194.35,39.3,2.7,259.4,0,102.6,0.074,2.41,-8.46,65.7,-30,-1.23,0.47,,,,,-8.754,4.052
1623,2018,34,3-Feb,1830,22.2,493,-2.07,4.3,-45.954,41.7,2.17,205.9,0,102.6,0.074,2.4,-8.35,11.5,-65.58,-1.63,0.386,,,,,-25.439,2.27
1624,2018,34,3-Feb,1900,0.3,0,-2.52,6.4,-0.756,43.2,2.1,209.3,0,102.6,0.075,2.39,-8.24,0.1,-71.2,-2.05,0.421,,,,,-26.717,-0.286
1625,2018,34,3-Feb,1930,0,0,-2.97,8.8,0,47,1.64,217.5,0,102.6,0.074,2.39,-8.15,0,-68.74,-2.55,0.281,,,,,-17.433,0.224
1626,2018,34,3-Feb,2000,0,0,-3.5,12.3,0,50.4,1.55,205.4,0,102.6,0.073,2.4,-8.06,0,-64.85,-2.96,0.24,,,,,-17.318,-0.44
1627,2018,34,3-Feb,2030,0,0,-3.91,15.3,0,53.4,1.91,193,0,102.6,0.074,2.39,-8,0,-59.14,-3.14,0.352,,,,,-23.032,2.789
1628,2018,34,3-Feb,2100,0,0,-3.95,15.6,0,55.1,1.77,171.9,0,102.6,0.072,2.38,-7.95,0,-43.43,-3.34,0.328,,,,,-21.049,-0.903
1629,2018,34,3-Feb,2130,0,0,-4.29,18.4,0,57.8,1.67,197.2,0,102.6,0.072,2.39,-7.91,0,-60.82,-3.64,0.295,,,,,-22.238,-0.568
1630,2018,34,3-Feb,2200,0,0,-4.55,20.7,0,61.9,1.7,162.2,0,102.6,0.073,2.4,-7.9,0,-53.08,-3.7,0.313,,,,,-19.502,-0.201
1631,2018,34,3-Feb,2230,0,0,-4.43,19.6,0,64.3,2.06,189.7,0,102.5,0.072,2.4,-7.88,0,-16.17,-3.22,0.476,,,,,-22.07,-0.118
1632,2018,34,3-Feb,2300,0,0,-3.91,15.3,0,62.4,2.26,192,0,102.5,0.073,2.4,-7.87,-0.1,-14.23,-2.91,0.525,,,,,-21.256,-0.63
1633,2018,34,3-Feb,2330,0,0,-3.65,13.3,0,59.1,2.65,176.6,0,102.5,0.072,2.39,-7.86,-0.1,-30.24,-3.03,0.503,,,,,-12.946,0.319
1634,2018,34,3-Feb,2400,0,0,-3.88,15.1,0,60.8,2.04,184.2,0,102.5,0.074,2.39,-7.85,0,-34.14,-3.27,0.419,,,,,-17.87,-0.01
1635,2018,35,4-Feb,30,0,0,-4.09,16.7,0,62.1,1.79,198.4,0,102.4,0.073,2.4,-7.84,0,-33.23,-3.35,0.378,,,,,-13.685,
1636,2018,35,4-Feb,100,0,0,-4.1,16.8,0,63,1.99,148,0,102.4,0.072,2.4,-7.83,0,-18.08,-3.16,0.345,,,,,-13.438,
1637,2018,35,4-Feb,130,0,0,-3.88,15.1,0,63.3,1.94,203.1,0,102.4,0.074,2.39,-7.82,-0.1,-16.16,-2.83,0.35,,,,,-15.404,
1638,2018,35,4-Feb,200,0,0,-3.54,12.5,0,63.4,1.94,184.4,0,102.4,0.074,2.39,-7.8,-0.1,-16.5,-2.5,0.328,,,,,-16.042,
1639,2018,35,4-Feb,230,0,0,-3.24,10.5,0,63.9,2.84,159.2,0,102.4,0.072,2.39,-7.79,-0.1,-17.08,-2.19,0.465,,,,,-18.405,
1640,2018,35,4-Feb,300,0,0,-2.93,8.6,0,64,2.25,179.1,0,102.3,0.073,2.39,-7.76,-0.2,-17.52,-1.89,0.519,,,,,-18.257,
1641,2018,35,4-Feb,330,0,0,-2.64,7.0,0,64.2,2.38,160.1,0,102.3,0.071,2.38,-7.74,-0.2,-18.05,-1.72,0.436,,,,,-18.604,
1642,2018,35,4-Feb,400,0,0,-2.49,6.2,0,66.2,2.05,173.1,0,102.3,0.072,2.36,-7.72,-0.3,-20,-1.58,0.398,,,,,-16.654,
1643,2018,35,4-Feb,430,0,0,-2.44,6.0,0,68.5,1.73,181.3,0,102.2,0.074,2.36,-7.71,-0.2,-40.22,-1.73,0.327,,,,,-20.916,
1644,2018,35,4-Feb,500,0,0,-2.68,7.2,0,70.4,1.83,171.3,0,102.2,0.073,2.36,-7.7,-0.1,-53.59,-1.88,0.251,,,,,-17.593,
1645,2018,35,4-Feb,530,0,0,-2.75,7.6,0,70.7,2.2,166.6,0,102.2,0.073,2.37,-7.68,-0.1,-22.62,-1.67,0.348,,,,,-25.302,
1646,2018,35,4-Feb,600,0,0,-2.5,6.3,0,70.9,2.23,173.4,0,102.2,0.072,2.38,-7.68,-0.2,-31.83,-1.37,0.348,,,,,-17.196,
1647,2018,35,4-Feb,630,0,0,-2.18,4.8,0,71.3,1.93,167.4,0,102.2,0.072,2.38,-7.67,-0.3,-13.29,-1.06,0.383,,,,,-23.099,
1648,2018,35,4-Feb,700,0,0,-1.85,3.4,0,71.3,2.43,177.7,0,102.1,0.072,2.38,-7.65,-0.3,-12.66,-0.56,0.436,,,,,-15.675,
1649,2018,35,4-Feb,730,0,0,-1.35,1.8,0,70.3,2.43,168.3,0,102.1,0.073,2.38,-7.63,-0.3,-15.93,-0.26,0.447,,,,,-23.366,
