Count,,Year,JD,HR MIN,,RAD,NETRAD,PPFD_in,TA,RH,WS,WD,P,kPa,,Vol W C ,Soil T,G,,Sonic T,USTAR,,FC,SC,NEE,CO2,,  H,  LE
157,,2018,4,530,,0,-5.8,0,-4.25,57.7,3.34,18.5,0,99.6,,0.053,1.59,-9.49,,-3.28,0.93,,2.03,2.507,-0.477,435.51,,-15.418,-29.642
158,,2018,4,600,,-0.1,-7.78,0,-3.48,41,3.65,4.4,0,99.6,,0.053,1.6,-9.46,,-2.6,0.803,,1.772,1.373,0.399,433.8,,-20.514,5.681
159,,2018,4,630,,-0.1,-7.98,0,-3.44,52.8,5.29,350.5,0,99.5,,0.053,1.6,-9.43,,-3.05,1.194,,3.793,4.739,-0.946,423.67,,-17.786,22.476
160,,2018,4,700,,0,-5.46,0,-4.65,77.1,4.77,348.4,0,99.5,,0.053,1.61,-9.41,,-4.35,1.12,,5.271,-1.679,6.95,425.36,,-34.772,17.294
161,,2018,4,730,,0,-3.25,0,-5.77,92.4,3.83,311.9,0,99.4,,0.053,1.62,-9.39,,-5.05,1.033,,13.805,-3.056,16.862,430.1,,1.2,6.532
162,,2018,4,800,,0,-3.25,0,-5.92,94.9,4.18,345.8,0,99.3,,0.053,1.62,-9.37,,-5.08,1.256,,1.795,3.457,-1.662,422.49,,-5.063,-1.676
163,,2018,4,830,,0.1,-3.38,0.4,-5.75,95.7,4.13,7.1,0,99.3,,0.053,1.63,-9.34,,-4.79,1.263,,3.475,2.583,0.892,417.25,,-17.08,-1.424
164,,2018,4,900,,1.5,-1.77,4.2,-5.57,96,3.94,20.6,0,99.3,,0.053,1.64,-9.32,,-4.76,1.15,,3.043,0.817,2.226,415.79,,-7.902,-3.939
165,,2018,4,930,,2.4,-0.74,7.7,-5.62,96.3,4.08,300.3,0,99.2,,0.053,1.64,-9.29,,-4.75,1.186,,4.158,0.483,3.676,414.68,,-10.333,-3.764
166,,2018,4,1000,,4.3,0.73,14.1,-5.47,96.6,4.06,309.6,0,99.2,,0.053,1.65,-9.27,,-4.54,1.209,,5.871,0.919,4.952,412.95,,-28.774,-17.367
167,,2018,4,1030,,11.8,5.38,32.6,-5.1,97,4.26,29.9,0,99.1,,0.053,1.66,-9.24,,-4.09,1.28,,3.356,0.896,2.46,411.6,,-12.849,-3.448
168,,2018,4,1100,,14.7,7.61,40.6,-4.88,97,4.53,325.4,0,99,,0.053,1.66,-9.21,,-4.12,1.294,,4.225,-0.442,4.667,412.89,,-11.5,-2.051
169,,2018,4,1130,,24.9,13.68,63.6,-5.09,97.3,4.41,324.8,0,99,,0.053,1.67,-9.18,,-4.29,1.213,,3.195,-0.385,3.58,413.39,,1.118,-8.295
170,,2018,4,1200,,29.9,16.33,74.7,-5.13,97.2,4.61,296.4,0,99,,0.053,1.68,-9.14,,-4.3,1.47,,2.958,-0.042,3,413.41,,-0.912,-2.095
171,,2018,4,1230,,31,17.13,77.9,-5.18,97.3,4.7,350,0,99.1,,0.053,1.68,-9.1,,-4.42,1.33,,4.691,-0.434,5.125,414.27,,-4.976,-5.822
172,,2018,4,1300,,45.8,24.83,107.9,-5.36,97.5,4.28,42,0,99.1,,0.053,1.69,-9.07,,-4.57,1.393,,3.782,0.032,3.75,413.92,,2.635,-14.05
173,,2018,4,1330,,59.7,31.63,135,-5.42,97.3,4.5,323.3,0,99.2,,0.053,1.7,-9.02,,-4.65,1.243,,3.779,-0.482,4.261,414.86,,10.762,-9.034
174,,2018,4,1400,,74.9,38.83,163.6,-5.57,96.8,4.86,299.2,0,99.3,,0.053,1.71,-8.98,,-4.75,1.383,,6.006,0.177,5.829,414.24,,20.059,12.33
175,,2018,4,1430,,74.8,38.33,161.6,-5.51,95.8,4.64,324.9,0,99.3,,0.053,1.71,-8.93,,-4.69,1.375,,4.284,0.378,3.905,413.53,,26.927,-0.211
176,,2018,4,1500,,46.5,22.07,103.2,-5.51,95.5,5.05,305.2,0,99.4,,0.053,1.72,-8.89,,-4.69,1.337,,3.188,-0.217,3.404,413.99,,2.176,-2.26
177,,2018,4,1530,,38.5,16.76,85.9,-5.46,94.9,4.83,306.5,0,99.4,,0.053,1.73,-8.84,,-4.57,1.189,,1.692,-0.548,2.24,415.24,,-5.559,1.464
178,,2018,4,1600,,36.4,14.24,79.7,-5.27,93.3,5.4,282.6,0,99.5,,0.053,1.74,-8.79,,-4.42,1.316,,3.391,-0.386,3.777,416.36,,-2.369,-1.774
179,,2018,4,1630,,26.6,10.3,56.6,-5.31,95.1,5.14,277.4,0,99.6,,0.053,1.75,-8.75,,-4.46,1.183,,3.506,-0.399,3.905,417.14,,-17.252,1.15
180,,2018,4,1700,,25.5,8.5,50.9,-5.11,93.1,5.11,279,0,99.6,,0.053,1.76,-8.7,,-4.22,1.309,,3.627,0.099,3.528,417.24,,-18.378,-9.1
181,,2018,4,1730,,11.6,-0.46,23.3,-5.01,90.2,4.97,269.9,0,99.7,,0.053,1.77,-8.66,,-4.15,1.245,,3.406,0.652,2.754,416.01,,-20.701,-18.86
182,,2018,4,1800,,1.3,-6.96,3.6,-4.88,84.3,5.92,303.6,0,99.8,,0.053,1.78,-8.62,,-3.83,1.303,,4.744,0.188,4.556,415.81,,-44.653,14.537
183,,2018,4,1830,,0,-9.59,0,-4.44,72.9,5.54,262.6,0,99.8,,0.053,1.79,-8.57,,-3.8,1.204,,3.797,0.668,3.129,415.06,,-16.056,-25.109
184,,2018,4,1900,,0,-9.31,0,-4.73,74.7,5.69,291.3,0,99.9,,0.053,1.8,-8.53,,-3.99,1.23,,5.068,-0.269,5.336,415.19,,-21.822,7.898
185,,2018,4,1930,,0,-17.79,0,-4.78,67.6,6.01,290.5,0,100,,0.054,1.81,-8.49,,-4.08,1.253,,4.788,0.819,3.969,413.35,,-28.531,31.284
186,,2018,4,2000,,0,-32.12,0,-4.94,60.1,6.5,264.7,0,100,,0.054,1.82,-8.44,,-4.37,1.247,,4.739,0.329,4.41,412.41,,-36.648,-4.915
187,,2018,4,2030,,0,-49.86,0,-5.29,58.2,5.63,308.2,0,100,,0.054,1.83,-8.4,,-4.72,1.144,,3.138,-0.04,3.178,411.95,,-55.714,5.907
188,,2018,4,2100,,0,-52.36,0,-5.61,51.1,6.31,306.4,0,100.1,,0.054,1.85,-8.36,,-4.99,1.285,,3.716,0.174,3.542,411.09,,-52.41,8.178
189,,2018,4,2130,,0,-45.74,0,-5.91,48.3,5.76,250.3,0,100.1,,0.054,1.86,-8.32,,-5.44,1.317,,4.485,0.269,4.216,410.06,,-52.87,6.894
190,,2018,4,2200,,0,-50.12,0,-6.32,48.1,5.84,310.6,0,100.2,,0.054,1.87,-8.28,,-5.76,1.229,,4.961,-0.495,5.456,410.48,,-40.673,2.403
191,,2018,4,2230,,0,-39.97,0,-6.66,48.5,6.36,269.8,0,100.2,,0.054,1.88,-8.24,,-6.18,1.405,,4.716,-0.495,5.211,411.01,,-54.138,4.092
192,,2018,4,2300,,0,-57.97,0,-7.11,48.1,5.84,278.1,0,100.2,,0.054,1.89,-8.19,,-6.62,1.131,,3.069,-0.341,3.409,411.04,,-59.436,5.233
193,,2018,4,2330,,0,-63.6,0,-7.62,48.3,6.05,331.3,0,100.3,,0.054,1.9,-8.15,,-7.21,1.196,,3.575,-0.158,3.733,410.58,,-71.848,3.437
194,,2018,4,2400,,0,-66.31,0,-8.21,48,6.16,251.7,0,100.3,,0.054,1.91,-8.11,,-7.74,1.231,,4.254,-0.073,4.327,409.82,,-60.852,-0.6
195,,2018,5,30,,0,-68.84,0,-8.82,48.9,5.37,293.1,0,100.4,,0.054,1.92,-8.07,,-8.39,1.023,,3.294,-0.235,3.529,409.38,,-50.197,5.01
196,,2018,5,100,,0,-69.61,0,-9.36,49,5.55,290,0,100.4,,0.054,1.93,-8.03,,-8.89,1.09,,3.586,-0.256,3.842,409.08,,-57.251,4.599
197,,2018,5,130,,0,-70.3,0,-9.9,49.6,5.64,271.9,0,100.4,,0.054,1.95,-7.99,,-9.36,1.109,,3.184,-0.282,3.466,408.83,,-42.737,6.255
198,,2018,5,200,,0,-70.3,0,-10.28,49.8,5.6,274,0,100.5,,0.053,1.96,-7.95,,-9.66,1.139,,3.288,-0.343,3.63,408.96,,-61.451,-1.749
199,,2018,5,230,,0,-70.4,0,-10.49,48.4,5.67,306.3,0,100.5,,0.053,1.97,-7.91,,-9.81,1.174,,4.212,-0.104,4.317,408.85,,-61.889,1.206
200,,2018,5,300,,0,-70.3,0,-10.63,47.9,5.74,292.7,0,100.6,,0.053,1.98,-7.88,,-9.96,1.113,,2.921,-0.073,2.994,408.79,,-51.61,4.415
201,,2018,5,330,,0,-70.4,0,-10.8,47.5,5.71,245.7,0,100.6,,0.053,1.99,-7.84,,-10.14,1.07,,3.442,-0.144,3.586,408.82,,-52.227,7.314
202,,2018,5,400,,0,-70.6,0,-10.98,46.9,5.69,262.4,0,100.6,,0.053,2,-7.8,,-10.28,1.215,,3.493,-0.094,3.587,408.74,,-63.798,9.949
203,,2018,5,430,,0,-70.7,0,-11.12,45.6,5.37,279.4,0,100.7,,0.053,2.01,-7.77,,-10.53,1.056,,2.284,-0.216,2.5,408.97,,-50.855,2.472
204,,2018,5,500,,0,-70.6,0,-11.42,46.6,5.11,284.1,0,100.7,,0.053,2.02,-7.73,,-10.78,1.052,,2.613,-0.218,2.831,408.96,,-62.514,2.38
205,,2018,5,530,,0,-70.5,0,-11.68,46.6,5.16,265.5,0,100.8,,0.053,2.03,-7.7,,-11.07,1.035,,2.724,-0.052,2.777,408.66,,-55.147,-0.173
206,,2018,5,600,,0,-70.2,0,-11.89,45.8,5.57,262.7,0,100.8,,0.053,2.04,-7.68,,-11.21,1.214,,3.007,0.094,2.913,408.14,,-64.866,2.399
207,,2018,5,630,,0,-69.9,0,-12.04,45.4,5.14,279.4,0,100.8,,0.053,2.05,-7.64,,-11.31,1.023,,2.874,0.019,2.855,407.87,,-67.232,4.977
208,,2018,5,700,,0,-69.76,0,-12.13,45.3,4.99,269.1,0,100.9,,0.053,2.06,-7.62,,-11.39,0.952,,3.835,-0.035,3.87,407.8,,-57.923,4.579
209,,2018,5,730,,0,-70.3,0,-12.18,44.3,5.12,258.7,0,100.9,,0.053,2.07,-7.59,,-11.44,0.948,,2.363,0.348,2.015,407,,-57.333,1.101
210,,2018,5,800,,0,-70.1,0.2,-12.28,43.7,4.63,297.6,0,100.9,,0.053,2.07,-7.57,,-11.54,0.926,,2.508,-0.252,2.76,407.37,,-62.981,0.945
211,,2018,5,830,,4.6,-67.8,9,-12.32,43.2,4.59,301.7,0,101,,0.053,2.08,-7.55,,-11.54,0.883,,2.522,0.017,2.506,407.27,,-51.005,0.735
212,,2018,5,900,,46.1,-45.1,70.7,-12.24,42.5,5.31,236.2,0,101,,0.053,2.09,-7.53,,-11.33,0.964,,3.811,-0.176,3.987,407.76,,-15.859,5.403
213,,2018,5,930,,130,-1.69,206.3,-11.89,41,5.78,297.3,0,101,,0.053,2.1,-7.5,,-11.06,1.202,,4.537,-0.202,4.739,408.73,,37.43,5.252
214,,2018,5,1000,,206.5,41.97,353.4,-11.58,40.2,5.57,272.3,0,101,,0.053,2.11,-7.49,,-10.8,1.131,,4.289,0.282,4.007,408.63,,78.685,6.918
215,,2018,5,1030,,279.5,88.8,499.7,-11.24,38.9,5.31,286,0,101,,0.053,2.11,-7.47,,-10.4,1.16,,2.311,0.117,2.194,408.91,,117.725,3.769
216,,2018,5,1100,,344.5,132.6,631.4,-10.85,38.7,5.84,256.2,0,101,,0.053,2.12,-7.45,,-10.11,1.262,,4.281,0.277,4.004,408.94,,169.507,7.273
217,,2018,5,1130,,397.6,168.8,739,-10.5,38.4,6.06,243.7,0,101,,0.053,2.13,-7.44,,-9.8,1.174,,4.144,0.296,3.848,408.87,,136.683,12.335
218,,2018,5,1200,,443.6,195.9,833,-10.29,38.2,6.07,277.3,0,101,,0.053,2.14,-7.43,,-9.53,1.327,,4.296,0.319,3.978,408.53,,218.853,7.865
219,,2018,5,1230,,474.3,218.6,896,-9.91,37.6,5.03,296.7,0,101,,0.053,2.14,-7.41,,-9.1,1.12,,3.72,0.463,3.257,408.15,,207.917,10.562
220,,2018,5,1300,,492.7,230.1,931,-9.43,35.9,6.4,303.2,0,101,,0.053,2.15,-7.4,,-9.08,1.319,,5.171,0.241,4.93,408.38,,192.788,25.602
221,,2018,5,1330,,332.2,145.6,649.1,-9.64,40.4,6.98,277.9,0,101.1,,0.053,2.16,-7.39,,-9.11,1.177,,4.473,-0.628,5.101,409.38,,158.946,16.284
222,,2018,5,1400,,471.7,225,883,-9.47,40.6,6.33,266.3,0,101.1,,0.053,2.16,-7.37,,-8.91,1.226,,4.381,0.284,4.096,409.04,,193.386,5.911
223,,2018,5,1430,,447.5,209.1,835,-9.22,39.4,6.49,274.4,0,101.2,,0.053,2.17,-7.36,,-8.73,1.353,,4.205,0.229,3.976,408.95,,204.057,20.604
224,,2018,5,1500,,403.9,177.8,751,-9.06,38.5,5.8,266.3,0,101.2,,0.053,2.18,-7.35,,-8.53,1.242,,4.648,0.106,4.542,408.97,,174.493,22.257
225,,2018,5,1530,,335.1,131.1,621.6,-9.07,37.9,6.05,273.3,0,101.3,,0.054,2.18,-7.34,,-8.53,1.208,,4.276,-0.096,4.372,409.16,,127.812,15.858
226,,2018,5,1600,,292.4,101.7,526.4,-8.92,37.1,5.46,277.9,0,101.3,,0.054,2.19,-7.33,,-8.41,1.053,,3.311,0.009,3.302,409.37,,81.953,8.337
227,,2018,5,1630,,216.9,51.45,377.4,-8.99,36.3,5.53,276.5,0,101.4,,0.054,2.19,-7.32,,-8.46,1.002,,3.138,-0.193,3.332,409.67,,46.348,7.506
228,,2018,5,1700,,143.6,5.57,234.4,-9.12,37.3,4.99,309.9,0,101.4,,0.054,2.2,-7.31,,-8.69,1.142,,4.428,-0.218,4.646,409.93,,8.012,6.393
229,,2018,5,1730,,58.4,-37.46,94.9,-9.48,37.8,4.95,264.3,0,101.5,,0.054,2.21,-7.3,,-8.96,0.931,,3.116,-0.349,3.466,410.11,,-33.273,6.087
230,,2018,5,1800,,8.9,-68.01,17.1,-9.84,39,4.52,310.7,0,101.5,,0.053,2.21,-7.28,,-9.3,0.863,,2.276,-0.448,2.725,410.49,,-46.788,2.393
231,,2018,5,1830,,0.3,-73.6,0.4,-10.12,39.5,4.8,279.8,0,101.6,,0.053,2.22,-7.28,,-9.49,0.944,,1.186,-0.398,1.584,410.89,,-50.489,4.574
232,,2018,5,1900,,0,-73.2,0,-10.36,40.7,5.42,268.3,0,101.6,,0.053,2.23,-7.26,,-9.77,1.126,,3.841,-0.633,4.474,411.84,,-62.041,3.618
233,,2018,5,1930,,0,-72.5,0,-10.61,40.6,5.24,286.8,0,101.6,,0.053,2.23,-7.24,,-9.99,1.022,,3.063,-0.32,3.384,412.12,,-63.528,5.322
234,,2018,5,2000,,0,-72.9,0,-10.83,40.9,4.41,263,0,101.7,,0.053,2.24,-7.23,,-10.14,0.969,,2.771,-0.081,2.852,411.94,,-64.398,1.729
235,,2018,5,2030,,0,-72.1,0,-10.94,41.2,4.53,323.7,0,101.7,,0.053,2.24,-7.21,,-10.18,0.945,,2.203,-0.199,2.402,412.19,,-53.209,0.496
236,,2018,5,2100,,0,-71.7,0,-10.99,42.6,3.96,302.2,0,101.7,,0.053,2.25,-7.2,,-10.34,0.773,,2.237,-0.109,2.346,412.33,,-60.267,0.922
237,,2018,5,2130,,0,-70.8,0,-11.19,43.5,4.61,298.3,0,101.7,,0.053,2.25,-7.18,,-10.46,0.897,,3.382,-0.331,3.713,412.71,,-60.01,3.77
238,,2018,5,2200,,0,-70.1,0,-11.3,45,4.62,302,0,101.8,,0.053,2.26,-7.17,,-10.6,0.842,,2.931,-0.065,2.995,412.67,,-48.23,-0.546
239,,2018,5,2230,,0,-70,0,-11.43,45.4,4.13,275.6,0,101.8,,0.053,2.27,-7.16,,-10.77,0.825,,2.141,0.108,2.033,412.24,,-55.633,1.132
240,,2018,5,2300,,0,-70.4,0,-11.6,44.3,4.43,269,0,101.8,,0.053,2.27,-7.14,,-10.93,0.944,,2.003,0.013,1.989,411.95,,-60.479,-0.939
241,,2018,5,2330,,0,-70.9,0,-11.78,43.8,4.28,247.7,0,101.8,,0.053,2.28,-7.13,,-11.13,0.896,,1.834,0.175,1.66,411.3,,-68.46,-1.319
242,,2018,5,2400,,0,-71.1,0,-12.01,43.8,4.18,315.7,0,101.9,,0.053,2.28,-7.12,,-11.37,0.86,,2.9,0.033,2.868,410.87,,-50.201,3.607
243,,2018,6,30,,0,-70.7,0,-12.24,44,3.77,247.9,0,101.9,,0.053,2.29,-7.11,,-11.57,0.753,,1.454,0.062,1.391,410.38,,-55.317,-0.339
244,,2018,6,100,,0,-70.3,0,-12.44,44.1,3.73,294.5,0,101.9,,0.053,2.29,-7.1,,-11.77,0.647,,1.796,0.078,1.718,409.9,,-52.246,1.331
245,,2018,6,130,,0,-70.3,0,-12.66,44.4,4.04,278.8,0,102,,0.053,2.3,-7.09,,-12,0.779,,1.251,0.074,1.177,409.4,,-62.605,0.026
246,,2018,6,200,,0,-70.1,0,-12.84,44.5,4.1,294.7,0,102,,0.053,2.3,-7.08,,-12.13,0.833,,2.511,0.123,2.388,408.86,,-61.057,3.291
247,,2018,6,230,,-0.1,-70.4,0,-12.97,44.2,4.13,284.8,0,102,,0.053,2.31,-7.07,,-12.23,0.82,,2.258,0.088,2.169,408.47,,-55.43,2.226
248,,2018,6,300,,-0.1,-70,0,-13.08,44.8,3.96,294.9,0,102,,0.053,2.31,-7.06,,-12.35,0.766,,1.578,0,1.578,408.3,,-57.578,-1.102
249,,2018,6,330,,-0.1,-69.86,-0.1,-13.18,45,4.13,284.4,0,102,,0.053,2.31,-7.05,,-12.46,0.756,,1.399,0.09,1.309,407.96,,-52.505,0.138
250,,2018,6,400,,-0.1,-69.8,0,-13.3,45.5,3.51,252.3,0,102.1,,0.053,2.32,-7.04,,-12.59,0.723,,1.495,0.15,1.345,407.46,,-60.863,0.359
251,,2018,6,430,,-0.2,-69.31,-0.1,-13.46,45.6,3.4,237.8,0,102.1,,0.053,2.32,-7.04,,-12.72,0.701,,1.468,-0.124,1.592,407.46,,-56.107,-0.481
252,,2018,6,500,,-0.1,-69.57,-0.1,-13.55,45.9,3.73,284.6,0,102.1,,0.053,2.33,-7.03,,-12.81,0.738,,1.732,-0.016,1.747,407.35,,-57.876,-1.159
253,,2018,6,530,,-0.1,-69.71,-0.1,-13.66,46.6,3.25,270.1,0,102.2,,0.053,2.33,-7.03,,-12.88,0.659,,1.267,-0.15,1.417,407.49,,-55.821,0.256
254,,2018,6,600,,-0.1,-69.77,-0.1,-13.73,47.2,2.81,275.3,0,102.2,,0.053,2.33,-7.02,,-13.03,0.62,,0.864,-0.313,1.176,408.03,,-58.697,0.004
255,,2018,6,630,,-0.2,-70,-0.1,-13.9,47.6,3.18,249.9,0,102.2,,0.053,2.33,-7.02,,-13.18,0.641,,1.481,-0.552,2.034,408.9,,-59.988,-0.283
256,,2018,6,700,,-0.2,-69.12,-0.2,-14.08,48.9,3.32,256.6,0,102.3,,0.053,2.34,-7.01,,-13.26,0.7,,1.2,-0.214,1.414,409.06,,-61.419,-0.587
257,,2018,6,730,,-0.2,-70.3,-0.2,-14.11,49.4,3.08,295.7,0,102.3,,0.053,2.34,-7.01,,-13.35,0.677,,1.074,-0.23,1.304,409.49,,-54.977,-0.134
258,,2018,6,800,,-0.1,-69.43,0,-14.21,50.6,3.3,296.4,0,102.3,,0.053,2.34,-7.01,,-13.4,0.711,,1.319,0.113,1.207,409.1,,-53.164,0.601
259,,2018,6,830,,4.5,-67.58,8.2,-14.24,50.3,3.8,249.4,0,102.3,,0.053,2.34,-7,,-13.37,0.688,,0.917,0.169,0.747,408.7,,-34.646,-2.574
260,,2018,6,900,,45,-44.61,66.5,-14.14,49,3.69,259,0,102.3,,0.053,2.35,-7,,-13.11,0.756,,1.689,0.204,1.485,408.44,,-11.815,-0.697
261,,2018,6,930,,128.5,-1.01,197.4,-13.75,46.4,4.25,243.5,0,102.3,,0.053,2.35,-7,,-12.75,0.752,,3.997,-0.411,4.408,409.91,,48.408,10.257
262,,2018,6,1000,,206.3,43.91,345.4,-13.31,45.1,4.67,274,0,102.3,,0.053,2.35,-6.99,,-12.44,0.884,,2.541,-0.22,2.761,411.06,,77.403,0.746
263,,2018,6,1030,,277.5,89.3,487.4,-12.97,44.1,4.92,243.4,0,102.2,,0.053,2.35,-6.99,,-12.09,1.042,,3.125,0.288,2.837,411,,130.865,9.51
264,,2018,6,1100,,344.4,132.9,621.7,-12.62,42.2,5.21,290.6,0,102.2,,0.053,2.35,-6.99,,-11.66,0.916,,2.363,0.452,1.911,410.61,,129.548,8.09
265,,2018,6,1130,,401.1,171.3,736,-12.19,41,5.68,277.7,0,102.2,,0.053,2.36,-6.99,,-11.34,1.032,,2.606,0.415,2.191,410.43,,159.435,4.274
266,,2018,6,1200,,444.4,199.9,825,-11.8,38.5,5.79,251.3,0,102.2,,0.053,2.36,-7,,-10.91,1.104,,4.218,0.593,3.625,409.8,,222.152,6.689
267,,2018,6,1230,,475.6,219.3,889,-11.4,36.9,5.91,296.3,0,102.2,,0.053,2.36,-6.99,,-10.65,1.232,,4.128,0.583,3.545,409.21,,198.811,7.212
268,,2018,6,1300,,492.1,230.9,923,-11.05,35.9,6.02,259.1,0,102.2,,0.053,2.36,-6.98,,-10.24,1.062,,3.181,0.297,2.884,409.14,,184.614,16.088
269,,2018,6,1330,,492.9,233.2,925,-10.61,34.3,4.77,308.6,0,102.2,,0.053,2.36,-6.98,,-9.87,1.241,,2.812,0.334,2.477,409.13,,293.574,12.113
270,,2018,6,1400,,481,228.3,901,-10.23,33.8,6.31,301.3,0,102.3,,0.053,2.37,-6.98,,-9.84,1.203,,3.717,0.312,3.405,409.06,,192.815,16.333
271,,2018,6,1430,,452.4,205.9,844,-10.23,33.1,6,291.3,0,102.3,,0.053,2.37,-6.97,,-9.61,1.285,,3.285,-0.022,3.308,409.11,,192.844,16.051
272,,2018,6,1500,,411.1,181.6,760,-10.02,32.9,5.54,304.5,0,102.4,,0.053,2.37,-6.96,,-9.44,1.142,,3.067,0.14,2.926,409.14,,167.157,9.746
273,,2018,6,1530,,357.9,145.4,653,-9.89,33,5.21,239.9,0,102.4,,0.053,2.38,-6.95,,-9.27,1.011,,2.28,0.073,2.207,409.19,,129.013,4.046
274,,2018,6,1600,,296.2,103.6,528,-9.77,33,5.13,280.8,0,102.4,,0.053,2.38,-6.94,,,,,,,,,,,
275,,2018,6,1630,,223.3,55.27,383.5,-9.86,32.1,4.88,313,0,102.5,,0.053,2.38,-6.94,,,,,,,,,,,
276,,2018,6,1700,,147,6.71,235.9,-10.03,33.2,4.08,305.9,0,102.6,,0.053,2.39,-6.93,,,,,,,,,,,
277,,2018,6,1730,,61,-37.41,96.2,-10.44,34.6,5.15,318.4,0,102.6,,0.053,2.39,-6.92,,,,,,,,,,,
278,,2018,6,1800,,9.2,-68.46,17.5,-10.83,37.5,3.9,297.1,0,102.6,,0.053,2.39,-6.92,,,,,,,,,,,
279,,2018,6,1830,,0.4,-73.2,0.6,-11.16,40.2,3.57,217.9,0,102.7,,0.053,2.39,-6.91,,,,,,,,,,,
280,,2018,6,1900,,0,-71.9,0,-11.33,41.3,2.68,252.4,0,102.7,,0.053,2.4,-6.89,,,,,,,,,,,
281,,2018,6,1930,,0,-70.7,0,-11.52,42.8,2.78,264.6,0,102.7,,0.053,2.4,-6.89,,,,,,,,,,,
282,,2018,6,2000,,0,-70.7,0,-11.59,43.7,2.76,257.4,0,102.8,,0.053,2.4,-6.88,,,,,,,,,,,
283,,2018,6,2030,,0,-70.3,0,-11.74,41.9,2.98,317.6,0,102.8,,0.053,2.41,-6.87,,,,,,,,,,,
284,,2018,6,2100,,0,-72,0,-11.69,38.5,3.31,284.6,0,102.9,,0.053,2.41,-6.86,,,,,,,,,,,
285,,2018,6,2130,,0,-71.3,0,-11.89,37.6,2.66,326.9,0,102.9,,0.053,2.41,-6.85,,,,,,,,,,,
286,,2018,6,2200,,0,-69.09,0,-12.27,39.8,2.46,299.7,0,102.9,,0.053,2.41,-6.84,,,,,,,,,,,
287,,2018,6,2230,,0,-67.5,0,-12.59,41.2,2.44,318.8,0,102.9,,0.053,2.42,-6.84,,,,,,,,,,,
288,,2018,6,2300,,-0.1,-66.87,0,-12.89,41.7,1.97,292.3,0,103,,0.053,2.42,-6.83,,,,,,,,,,,
289,,2018,6,2330,,-0.2,-66.34,-0.1,-13.53,41.8,1.53,278.8,0,103,,0.053,2.42,-6.83,,,,,,,,,,,
290,,2018,6,2400,,-0.2,-66.92,-0.1,-13.77,38.3,1.66,14.6,0,103,,0.053,2.42,-6.82,,,,,,,,,,,
291,,2018,7,30,,-0.3,-70.4,-0.2,-13.76,34.1,2.21,318.5,0,103.1,,0.053,2.42,-6.82,,,,,,,,,,,
292,,2018,7,100,,-0.2,-70.5,-0.1,-13.84,33.8,3.02,316.1,0,103.1,,0.053,2.42,-6.82,,,,,,,,,,,
293,,2018,7,130,,-0.3,-69.32,-0.1,-14.09,34.8,2.81,271.6,0,103.1,,0.053,2.42,-6.82,,,,,,,,,,,
294,,2018,7,200,,-0.2,-68.96,-0.1,-14.13,36.2,3.62,272.3,0,103.2,,0.053,2.42,-6.82,,,,,,,,,,,
295,,2018,7,230,,-0.2,-69.87,-0.1,-14.21,38.3,3.22,310,0,103.2,,0.053,2.43,-6.83,,,,,,,,,,,
296,,2018,7,300,,-0.3,-68.3,-0.1,-14.56,41.1,2.51,286.9,0,103.2,,0.053,2.43,-6.83,,,,,,,,,,,
297,,2018,7,330,,-0.3,-69.13,-0.1,-14.6,42.8,3.01,268.5,0,103.2,,0.053,2.43,-6.83,,,,,,,,,,,
298,,2018,7,400,,-0.3,-68.19,-0.1,-14.93,45,2.76,284.4,0,103.2,,0.053,2.43,-6.84,,,,,,,,,,,
299,,2018,7,430,,-0.3,-66.29,-0.1,-15.17,46.7,2.43,242.4,0,103.3,,0.053,2.42,-6.85,,,,,,,,,,,
300,,2018,7,500,,-0.3,-65.91,-0.1,-15.38,48.3,2.49,318.4,0,103.3,,0.053,2.42,-6.85,,,,,,,,,,,
301,,2018,7,530,,-0.3,-63.37,0,-15.65,50.2,2.06,291,0,103.3,,0.053,2.42,-6.86,,,,,,,,,,,
302,,2018,7,600,,-0.3,-61.6,0,-15.9,51.7,2.14,264.9,0,103.4,,0.053,2.42,-6.86,,,,,,,,,,,
303,,2018,7,630,,-0.3,-59.47,0,-16.14,53.3,2.11,257.2,0,103.4,,0.053,2.42,-6.87,,,,,,,,,,,
304,,2018,7,700,,-0.2,-56.61,0,-16.5,55.3,1.55,280.9,0,103.4,,0.053,2.42,-6.89,,,,,,,,,,,
305,,2018,7,730,,-0.1,-55.12,0,-16.95,57.3,1.39,286,0,103.5,,0.053,2.42,-6.9,,,,,,,,,,,
306,,2018,7,800,,0,-51.56,0,-17.22,59.2,1.47,230.5,0,103.5,,0.053,2.42,-6.91,,,,,,,,,,,
307,,2018,7,830,,4,-46.71,8.8,-17.46,60.3,1.61,283.9,0,103.5,,0.053,2.41,-6.92,,,,,,,,,,,
308,,2018,7,900,,42.6,-22.94,72.7,-17.2,59.9,1.72,252.6,0,103.5,,0.053,2.41,-6.93,,,,,,,,,,,
309,,2018,7,930,,118.9,19.66,212.6,-16.3,55.7,1.73,268.1,0,103.4,,0.053,2.41,-6.94,,,,,,,,,,,
310,,2018,7,1000,,187.7,62.24,363.8,-15.16,51.6,2.04,300.9,0,103.4,,0.052,2.4,-6.95,,,,,,,,,,,
